"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","Direction"
"Adherens Junctions Interactions R-HSA-418990","1/29",0.0328410113902878,0.16313408095995,0,0,32.3847402597403,110.628772743736,"NECTIN4","Reactome_2022","Positive"
"Downregulation Of ERBB2 Signaling R-HSA-8863795","1/29",0.0328410113902878,0.16313408095995,0,0,32.3847402597403,110.628772743736,"RNF41","Reactome_2022","Positive"
"Metalloprotease DUBs R-HSA-5689901","1/31",0.0350674733320937,0.16313408095995,0,0,30.2227272727273,101.260681469549,"MYSM1","Reactome_2022","Positive"
"Diseases Associated With TLR Signaling Cascade R-HSA-5602358","1/31",0.0350674733320937,0.16313408095995,0,0,30.2227272727273,101.260681469549,"FGG","Reactome_2022","Positive"
"Signaling By High-Kinase Activity BRAF Mutants R-HSA-6802948","1/33",0.0372890324289426,0.16313408095995,0,0,28.3309659090909,93.1821343249523,"FGG","Reactome_2022","Positive"
"Platelet Aggregation (Plug Formation) R-HSA-76009","1/36",0.0406122007207396,0.16313408095995,0,0,25.8987012987013,82.9713261191909,"FGG","Reactome_2022","Positive"
"Formation Of Fibrin Clot (Clotting Cascade) R-HSA-140877","1/37",0.0417174831924768,0.16313408095995,0,0,25.1780303030303,79.986447314411,"FGG","Reactome_2022","Positive"
"MAP2K And MAPK Activation R-HSA-5674135","1/37",0.0417174831924768,0.16313408095995,0,0,25.1780303030303,79.986447314411,"FGG","Reactome_2022","Positive"
"Signaling By RAF1 Mutants R-HSA-9656223","1/38",0.0428215476525957,0.16313408095995,0,0,24.4963144963145,77.1808774372472,"FGG","Reactome_2022","Positive"
"Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955","1/41",0.0461264457320206,0.16313408095995,0,0,22.6556818181818,69.6972334432732,"FGG","Reactome_2022","Positive"
"Retinoid Metabolism And Transport R-HSA-975634","1/43",0.0483236444741316,0.16313408095995,0,0,21.5746753246753,65.3676914067237,"CLPS","Reactome_2022","Positive"
"Defensins R-HSA-1461973","1/43",0.0483236444741316,0.16313408095995,0,0,21.5746753246753,65.3676914067237,"DEFA5","Reactome_2022","Positive"
"Regulation Of Complement Cascade R-HSA-977606","1/45",0.0505160017943274,0.16313408095995,0,0,20.5919421487603,61.4765251551077,"C1QC","Reactome_2022","Positive"
"Metabolism Of Fat-Soluble Vitamins R-HSA-6806667","1/47",0.0527035278621339,0.16313408095995,0,0,19.6946640316206,57.9628316575578,"CLPS","Reactome_2022","Positive"
"SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678","1/47",0.0527035278621339,0.16313408095995,0,0,19.6946640316206,57.9628316575578,"GEMIN7","Reactome_2022","Positive"
"Inositol Phosphate Metabolism R-HSA-1483249","1/48",0.0537954823572278,0.16313408095995,0,0,19.2746615087041,56.331466269691,"IP6K2","Reactome_2022","Positive"
"Signaling By ERBB2 R-HSA-1227986","1/49",0.0548862328463383,0.16313408095995,0,0,18.8721590909091,54.7763045558682,"RNF41","Reactome_2022","Positive"
"Metabolism Of Non-Coding RNA R-HSA-194441","1/52",0.0581512729120792,0.168167194637634,0,0,17.7593582887701,50.5201798987898,"GEMIN7","Reactome_2022","Positive"
"Complement Cascade R-HSA-166658","1/55",0.0614055224333898,0.172827305454907,0,0,16.770202020202,46.7931485229585,"C1QC","Reactome_2022","Positive"
"tRNA Processing In Nucleus R-HSA-6784531","1/57",0.063569044167743,0.172827305454907,0,0,16.1696428571429,44.5575311828709,"TSEN15","Reactome_2022","Positive"
"Transcriptional Regulation By MECP2 R-HSA-8986944","1/60",0.0668053849974009,0.172827305454907,0,0,15.3451463790447,41.523530114707,"RBFOX1","Reactome_2022","Positive"
"Cell-cell Junction Organization R-HSA-421270","1/61",0.0678817858220215,0.172827305454907,0,0,15.0886363636364,40.5882436696284,"NECTIN4","Reactome_2022","Positive"
"Signaling By BRAF And RAF1 Fusions R-HSA-6802952","1/62",0.0689569990042959,0.172827305454907,0,0,14.8405365126677,39.6876338058496,"FGG","Reactome_2022","Positive"
"Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169","2/378",0.0694539638744018,0.172827305454907,0,0,4.96479229989868,13.24155353606,"FGG;RNF41","Reactome_2022","Positive"
"Integrin Cell Surface Interactions R-HSA-216083","1/66",0.0732460002885256,0.178120955247096,0,0,13.9244755244755,36.397627090159,"FGG","Reactome_2022","Positive"
"Interferon Alpha/Beta Signaling R-HSA-909733","1/72",0.0796440849468237,0.189375935318003,0,0,12.7439180537772,32.244502268369,"IP6K2","Reactome_2022","Positive"
"Oncogenic MAPK Signaling R-HSA-6802957","1/78",0.0859999070425244,0.200043262033698,0,0,11.7473435655254,28.8210391772366,"FGG","Reactome_2022","Positive"
"Cell Junction Organization R-HSA-446728","1/86",0.0944090551290999,0.212356982798124,0,0,10.6374331550802,25.1056005208663,"NECTIN4","Reactome_2022","Positive"
"Antimicrobial Peptides R-HSA-6803157","1/89",0.0975433655997771,0.212356982798124,0,0,10.2732438016529,23.9105457782376,"DEFA5","Reactome_2022","Positive"
"ER-Phagosome Pathway R-HSA-1236974","1/89",0.0975433655997771,0.212356982798124,0,0,10.2732438016529,23.9105457782376,"FGG","Reactome_2022","Positive"
"Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125","1/92",0.100667298168532,0.212356982798124,0,0,9.93306693306693,22.8056688483342,"CEACAM7","Reactome_2022","Positive"
"Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444","1/93",0.10170630850222,0.212356982798124,0,0,9.824604743083,22.4557645074165,"NDC80","Reactome_2022","Positive"
"EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025","1/97",0.105850879528965,0.212356982798124,0,0,9.41335227272727,21.1397908579509,"NDC80","Reactome_2022","Positive"
"Visual Phototransduction R-HSA-2187338","1/98",0.106884160764475,0.212356982798124,0,0,9.31583880037488,20.8303053683161,"CLPS","Reactome_2022","Positive"
"Antigen processing-Cross Presentation R-HSA-1236975","1/104",0.113059904110392,0.212356982798124,0,0,8.77052074139453,19.1183097949485,"FGG","Reactome_2022","Positive"
"Innate Immune System R-HSA-168249","3/1035",0.113536789788697,0.212356982798124,0,0,2.75363372093023,5.99088360384781,"DEFA5;FGG;C1QC","Reactome_2022","Positive"
"tRNA Processing R-HSA-72306","1/105",0.114085215222488,0.212356982798124,0,0,8.68575174825175,18.8551133467344,"TSEN15","Reactome_2022","Positive"
"Resolution Of Sister Chromatid Cohesion R-HSA-2500257","1/106",0.115109392544778,0.212356982798124,0,0,8.6025974025974,18.5977175767614,"NDC80","Reactome_2022","Positive"
"Post-translational Protein Phosphorylation R-HSA-8957275","1/106",0.115109392544778,0.212356982798124,0,0,8.6025974025974,18.5977175767614,"FGG","Reactome_2022","Positive"
"Mitotic Spindle Checkpoint R-HSA-69618","1/110",0.119194787883399,0.216166818703791,0,0,8.28523769808174,17.6226695234356,"NDC80","Reactome_2022","Positive"
"MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058","1/112",0.121230713879095,0.216194773084387,0,0,8.13513513513514,17.1656218001274,"FGG","Reactome_2022","Positive"
"RHO GTPases Activate Formins R-HSA-5663220","1/119",0.128321065952231,0.223197677487448,0,0,7.64984591679507,15.7068153168513,"NDC80","Reactome_2022","Positive"
"Cell-Cell Communication R-HSA-1500931","1/120",0.129329495366559,0.223197677487448,0,0,7.585179526356,15.5146647895607,"NECTIN4","Reactome_2022","Positive"
"Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426","1/123",0.132348092527111,0.224624642796117,0,0,7.39754098360656,14.9601933269046,"FGG","Reactome_2022","Positive"
"Platelet Degranulation R-HSA-114608","1/125",0.134354926532257,0.224624642796117,0,0,7.2774926686217,14.6078947117474,"FGG","Reactome_2022","Positive"
"Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005","1/130",0.139352605587623,0.229395827659625,0,0,6.99365750528541,13.7827353318548,"FGG","Reactome_2022","Positive"
"Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016","1/140",0.14926529207402,0.241990700786669,0,0,6.48724656638326,12.3389380569873,"FGG","Reactome_2022","Positive"
"Toll-like Receptor Cascades R-HSA-168898","1/162",0.170690218562696,0.272594826659828,0,0,5.59457933370977,9.89068451256785,"FGG","Reactome_2022","Positive"
"Metabolism Of RNA R-HSA-8953854","2/666",0.177481530427216,0.276575411700468,0,0,2.77008032128514,4.78916064703538,"TSEN15;GEMIN7","Reactome_2022","Positive"
"Separation Of Sister Chromatids R-HSA-2467813","1/170",0.178352368292825,0.276575411700468,0,0,5.32759548144164,9.18474311517742,"NDC80","Reactome_2022","Positive"
"Cytokine Signaling In Immune System R-HSA-1280215","2/702",0.192487028397822,0.287523884533047,0,0,2.62272108843537,4.32152707223214,"IL20RB;IP6K2","Reactome_2022","Positive"
"Metabolism Of Vitamins And Cofactors R-HSA-196854","1/186",0.193474015760555,0.287523884533047,0,0,4.86289926289926,7.98785698068857,"CLPS","Reactome_2022","Positive"
"Mitotic Prometaphase R-HSA-68877","1/186",0.193474015760555,0.287523884533047,0,0,4.86289926289926,7.98785698068857,"NDC80","Reactome_2022","Positive"
"SARS-CoV-2-host Interactions R-HSA-9705683","1/196",0.202789471319089,0.294587779481171,0,0,4.61118881118881,7.35755257669388,"GEMIN7","Reactome_2022","Positive"
"Adaptive Immune System R-HSA-1280218","2/733",0.205556730241435,0.294587779481171,0,0,2.50745879747248,3.966883124345,"FGG;RNF41","Reactome_2022","Positive"
"Interferon Signaling R-HSA-913531","1/200",0.206486761318578,0.294587779481171,0,0,4.51758793969849,7.12658071179768,"IP6K2","Reactome_2022","Positive"
"Post-translational Protein Modification R-HSA-597592","3/1383",0.210113474811578,0.295817655326827,0,0,2.02141304347826,3.15362172645893,"CEACAM7;FGG;MYSM1","Reactome_2022","Positive"
"Mitotic Anaphase R-HSA-68882","1/232",0.235480303352306,0.324250904362217,0,0,3.88547815820543,5.61889878358746,"NDC80","Reactome_2022","Positive"
"Mitotic Metaphase And Anaphase R-HSA-2555396","1/233",0.236369818133205,0.324250904362217,0,0,3.86853448275862,5.57981040016822,"NDC80","Reactome_2022","Positive"
"Platelet Activation, Signaling And Aggregation R-HSA-76002","1/254",0.254822550500305,0.345139403842185,0,0,3.54365792310456,4.84484607988783,"FGG","Reactome_2022","Positive"
"RHO GTPase Effectors R-HSA-195258","1/269",0.267741113048966,0.351595887239085,0,0,3.34277476255088,4.40489050425136,"NDC80","Reactome_2022","Positive"
"RAF/MAP Kinase Cascade R-HSA-5673001","1/271",0.269447315454252,0.351595887239085,0,0,3.31767676767677,4.35074291442076,"FGG","Reactome_2022","Positive"
"Cell Cycle Checkpoints R-HSA-69620","1/271",0.269447315454252,0.351595887239085,0,0,3.31767676767677,4.35074291442076,"NDC80","Reactome_2022","Positive"
"MAPK1/MAPK3 Signaling R-HSA-5684996","1/277",0.274543136573098,0.351869723067066,0,0,3.2445652173913,4.19407711947046,"FGG","Reactome_2022","Positive"
"Deubiquitination R-HSA-5688426","1/279",0.276234175118071,0.351869723067066,0,0,3.22089601046436,4.14370304914773,"MYSM1","Reactome_2022","Positive"
"SARS-CoV-2 Infection R-HSA-9694516","1/283",0.279604947834416,0.351973287273912,0,0,3.17456479690522,4.04559418013733,"GEMIN7","Reactome_2022","Positive"
"Extracellular Matrix Organization R-HSA-1474244","1/291",0.286301499873748,0.356212331238268,0,0,3.08573667711599,3.85936118891506,"FGG","Reactome_2022","Positive"
"Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168","1/307",0.299516410051951,0.368370757190331,0,0,2.92201426024955,3.52273969269221,"RNF41","Reactome_2022","Positive"
"MAPK Family Signaling Cascades R-HSA-5683057","1/318",0.308465542878452,0.375066057818118,0,0,2.81904215658159,3.31560271592642,"FGG","Reactome_2022","Positive"
"SARS-CoV Infections R-HSA-9679506","1/369",0.348547357679045,0.419040081704021,0,0,2.42206027667984,2.55280591931717,"GEMIN7","Reactome_2022","Positive"
"M Phase R-HSA-68886","1/380",0.356896225568692,0.424309957065001,0,0,2.35044375149916,2.42168622843794,"NDC80","Reactome_2022","Positive"
"Metabolism Of Proteins R-HSA-392499","3/1890",0.372352300777192,0.437820837177578,0,0,1.43799682034976,1.42061838111437,"CEACAM7;FGG;MYSM1","Reactome_2022","Positive"
"Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202","1/424",0.389279601740852,0.452749102024686,0,0,2.10122501611863,1.98241633887876,"FGG","Reactome_2022","Positive"
"Signaling By Interleukins R-HSA-449147","1/453",0.409763964073289,0.471448861890773,0,0,1.96349557522124,1.75177966685507,"IL20RB","Reactome_2022","Positive"
"Signaling By Receptor Tyrosine Kinases R-HSA-9006934","1/496",0.438931879963999,0.499635225065403,0,0,1.78898071625344,1.47306648798212,"RNF41","Reactome_2022","Positive"
"Cell Cycle, Mitotic R-HSA-69278","1/523",0.456536411048121,0.514204168233147,0,0,1.69409613375131,1.32831845163542,"NDC80","Reactome_2022","Positive"
"Hemostasis R-HSA-109582","1/576",0.489569022287314,0.545665472757735,0,0,1.53375494071146,1.09545351715751,"FGG","Reactome_2022","Positive"
"Sensory Perception R-HSA-9709957","1/616",0.513218327842588,0.566127433805741,0,0,1.4310421286031,0.954582281622779,"CLPS","Reactome_2022","Positive"
"Signaling By Rho GTPases R-HSA-194315","1/644",0.529145278438845,0.575682798970223,0,0,1.36674678354305,0.869923744182714,"NDC80","Reactome_2022","Positive"
"Cell Cycle R-HSA-1640170","1/654",0.534711717235115,0.575682798970223,0,0,1.3451204232215,0.842082407500496,"NDC80","Reactome_2022","Positive"
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542","1/660",0.538021307448806,0.575682798970223,0,0,1.33245964960684,0.825934593834387,"NDC80","Reactome_2022","Positive"
"Signal Transduction R-HSA-162582","3/2465",0.551891259812586,0.584676879207393,0,0,1.06712022745735,0.634300793343571,"FGG;NDC80;RNF41","Reactome_2022","Positive"
"Disease R-HSA-1643685","2/1736",0.605432848303191,0.635110929102367,0,0,1.00197726149283,0.502803837826889,"FGG;GEMIN7","Reactome_2022","Positive"
"Infectious Disease R-HSA-5663205","1/961",0.678005218982916,0.704335518749243,0,0,0.900426136363636,0.349905860826765,"GEMIN7","Reactome_2022","Positive"
"Metabolism R-HSA-1430728","2/2049",0.698383994970901,0.718529687133523,0,0,0.834205690092353,0.299468323553544,"CLPS;IP6K2","Reactome_2022","Positive"
"Generic Transcription Pathway R-HSA-212436","1/1190",0.756271496626925,0.770676667991248,0,0,0.71825063078217,0.200646793453222,"RBFOX1","Reactome_2022","Positive"
"RNA Polymerase II Transcription R-HSA-73857","1/1312",0.790168223265122,0.797622640465736,0,0,0.647181194091949,0.152417264644703,"RBFOX1","Reactome_2022","Positive"
"Gene Expression (Transcription) R-HSA-74160","1/1449",0.822853785891237,0.822853785891237,0,0,0.581648669010547,0.113407969453203,"RBFOX1","Reactome_2022","Positive"
"COVID 19 Thrombosis And Anticoagulation WP4927","1/7",0.00802338980417862,0.152734018099548,0,0,151.295454545455,730.06022058339,"FGG","WikiPathway_2023_Human","Positive"
"Transcription Co Factors SKI And SKIL Protein Partners WP4533","1/18",0.0205073714570784,0.152734018099548,0,0,53.3689839572192,207.443686227371,"STK3","WikiPathway_2023_Human","Positive"
"Blood Clotting Cascade WP272","1/22",0.0250096358786987,0.152734018099548,0,0,43.1948051948052,159.323783819131,"FGG","WikiPathway_2023_Human","Positive"
"Hippo YAP Signaling WP4537","1/22",0.0250096358786987,0.152734018099548,0,0,43.1948051948052,159.323783819131,"STK3","WikiPathway_2023_Human","Positive"
"Complement Activation WP545","1/23",0.0261321054395983,0.152734018099548,0,0,41.2293388429752,150.264061909767,"C1QC","WikiPathway_2023_Human","Positive"
"Leukocyte Intrinsic Hippo Pathway Functions WP4542","1/34",0.0383979766224181,0.152734018099548,0,0,27.4710743801653,89.5488488006926,"STK3","WikiPathway_2023_Human","Positive"
"Immune Infiltration In Pancreatic Cancer WP5285","1/39",0.043924395374042,0.152734018099548,0,0,23.8504784688995,74.5395523795542,"REG4","WikiPathway_2023_Human","Positive"
"Microglia Pathogen Phagocytosis Pathway WP3937","1/40",0.0450260276423818,0.152734018099548,0,0,23.2377622377622,72.0490202613887,"C1QC","WikiPathway_2023_Human","Positive"
"Oxidative Damage Response WP3941","1/40",0.0450260276423818,0.152734018099548,0,0,23.2377622377622,72.0490202613887,"C1QC","WikiPathway_2023_Human","Positive"
"Fibrin Complement Receptor 3 Signaling Pathway WP4136","1/42",0.047225650914242,0.152734018099548,0,0,22.1019955654102,67.473371719961,"FGG","WikiPathway_2023_Human","Positive"
"Mechanoregulation And Pathology Of YAP TAZ Via Hippo And Non Hippo Mechanisms WP4534","1/47",0.0527035278621339,0.152734018099548,0,0,19.6946640316206,57.9628316575578,"STK3","WikiPathway_2023_Human","Positive"
"Pancreatic Cancer Subtypes WP5390","1/48",0.0537954823572278,0.152734018099548,0,0,19.2746615087041,56.331466269691,"REG4","WikiPathway_2023_Human","Positive"
"DNA IR Double Strand Breaks And Cellular Response Via ATM WP3959","1/55",0.0614055224333898,0.152734018099548,0,0,16.770202020202,46.7931485229585,"STK3","WikiPathway_2023_Human","Positive"
"Oncostatin M Signaling Pathway WP2374","1/56",0.0624878802572221,0.152734018099548,0,0,16.4644628099174,45.6523769349805,"OSM","WikiPathway_2023_Human","Positive"
"Complement And Coagulation Cascades WP558","1/58",0.0646490154275843,0.152734018099548,0,0,15.8851674641148,43.5060171218394,"C1QC","WikiPathway_2023_Human","Positive"
"TYROBP Causal Network In Microglia WP3945","1/61",0.0678817858220215,0.152734018099548,0,0,15.0886363636364,40.5882436696284,"C1QC","WikiPathway_2023_Human","Positive"
"Folate Metabolism WP176","1/68",0.0753834075225753,0.154799832676544,0,0,13.5074626865672,34.9190614813173,"FGG","WikiPathway_2023_Human","Positive"
"MECP2 And Associated Rett Syndrome WP3584","1/73",0.080706316310888,0.154799832676544,0,0,12.5662878787879,31.6285729817901,"RBFOX1","WikiPathway_2023_Human","Positive"
"Disturbed Pathways In Duchenne Muscular Dystrophy WP5356","1/74",0.0817673749589197,0.154799832676544,0,0,12.3935242839352,31.0318598341771,"FGG","WikiPathway_2023_Human","Positive"
"Regulatory Circuits Of The STAT3 Signaling Pathway WP4538","1/78",0.0859999070425244,0.154799832676544,0,0,11.7473435655254,28.8210391772366,"IL20RB","WikiPathway_2023_Human","Positive"
"Selenium Micronutrient Network WP15","1/86",0.0944090551290999,0.160326241146713,0,0,10.6374331550802,25.1056005208663,"FGG","WikiPathway_2023_Human","Positive"
"Allograft Rejection WP2328","1/90",0.0985858279282814,0.160326241146713,0,0,10.1573033707865,23.5327224231173,"C1QC","WikiPathway_2023_Human","Positive"
"Complement System WP2806","1/95",0.103780885658125,0.160326241146713,0,0,9.61460348162476,21.7816291226009,"FGG","WikiPathway_2023_Human","Positive"
"Hippo Signaling Regulation Pathways WP4540","1/98",0.106884160764475,0.160326241146713,0,0,9.31583880037488,20.8303053683161,"STK3","WikiPathway_2023_Human","Positive"
"Complement System In Neuronal Development And Plasticity WP5090","1/106",0.115109392544778,0.16575752526448,0,0,8.6025974025974,18.5977175767614,"C1QC","WikiPathway_2023_Human","Positive"
"Hippo Merlin Signaling Dysregulation WP4541","1/120",0.129329495366559,0.179071608969081,0,0,7.585179526356,15.5146647895607,"STK3","WikiPathway_2023_Human","Positive"
"Overview Of Proinflammatory And Profibrotic Mediators WP5095","1/129",0.138355282907338,0.180389040478988,0,0,7.04865056818182,13.9417401559299,"OSM","WikiPathway_2023_Human","Positive"
"Adipogenesis WP236","1/131",0.140348824050719,0.180389040478988,0,0,6.93951048951049,13.6265918082892,"OSM","WikiPathway_2023_Human","Positive"
"Measles Virus Infection WP4630","1/136",0.145313393719184,0.180389040478988,0,0,6.68080808080808,12.8863603965249,"NECTIN4","WikiPathway_2023_Human","Positive"
"Smith Magenis And Potocki Lupski Syndrome Copy Number Variation WP5381","1/155",0.163929815349397,0.196715778419276,0,0,5.85094451003542,10.5803618264268,"RNF41","WikiPathway_2023_Human","Positive"
"Network Map Of SARS CoV 2 Signaling Pathway WP5115","1/218",0.222922555176231,0.258877806011107,0,0,4.13908671973188,6.21248296521382,"FGG","WikiPathway_2023_Human","Positive"
"MAPK Signaling Pathway WP382","1/246",0.247843801992628,0.278824277241706,0,0,3.660853432282,5.10673151758439,"STK3","WikiPathway_2023_Human","Positive"
"Focal Adhesion PI3K Akt mTOR Signaling Pathway WP3932","1/302",0.295412101184793,0.322267746747047,0,0,2.97130776200544,3.6231649785778,"OSM","WikiPathway_2023_Human","Positive"
"PI3K Akt Signaling Pathway WP4172","1/338",0.324457251755601,0.343542972447107,0,0,2.64904235230645,2.98176601153364,"OSM","WikiPathway_2023_Human","Positive"
"VEGFA VEGFR2 Signaling WP3888","1/430",0.393572756862079,0.398544954681884,0,0,2.07120152574698,1.93137332612272,"FGG","WikiPathway_2023_Human","Positive"
"Pleural Mesothelioma WP5087","1/437",0.398544954681884,0.398544954681884,0,0,2.03721851542952,1.87410856889586,"STK3","WikiPathway_2023_Human","Positive"
"Neural Crest Cell Differentiation (GO:0014033)","2/18",0.00017484233445804,0.0363672055672722,0,0,124.7625,1079.3984808515,"MEF2C;FAM172A","GO_Biological_Process_2023","Negative"
"Muscle Organ Development (GO:0007517)","2/58",0.00183936537814642,0.0965002414255314,0,0,35.575,224.063255886506,"MEF2C;MKX","GO_Biological_Process_2023","Negative"
"Regulation Of Macrophage Apoptotic Process (GO:2000109)","1/5",0.00548838944332051,0.0965002414255314,0,0,237.785714285714,1237.70327900363,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Cardiac Muscle Cell Differentiation (GO:2000727)","1/5",0.00548838944332051,0.0965002414255314,0,0,237.785714285714,1237.70327900363,"MEF2C","GO_Biological_Process_2023","Negative"
"Nephron Tubule Development (GO:0072080)","1/5",0.00548838944332051,0.0965002414255314,0,0,237.785714285714,1237.70327900363,"MEF2C","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Amyloid Precursor Protein Biosynthetic Process (GO:0042985)","1/5",0.00548838944332051,0.0965002414255314,0,0,237.785714285714,1237.70327900363,"ITM2A","GO_Biological_Process_2023","Negative"
"Epithelial Cell Differentiation Involved In Kidney Development (GO:0035850)","1/6",0.00658261714792867,0.0965002414255314,0,0,190.219047619048,955.531692191046,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Myeloid Cell Apoptotic Process (GO:0033034)","1/7",0.00767569624028282,0.0965002414255314,0,0,158.507936507937,771.885507856029,"MEF2C","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Glycoprotein Biosynthetic Process (GO:0010561)","1/8",0.0087676277457428,0.0965002414255314,0,0,135.857142857143,643.513034914984,"ITM2A","GO_Biological_Process_2023","Negative"
"Regulation Of Skeletal Muscle Cell Differentiation (GO:2001014)","1/8",0.0087676277457428,0.0965002414255314,0,0,135.857142857143,643.513034914984,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Actin Cytoskeleton Reorganization (GO:2000251)","1/8",0.0087676277457428,0.0965002414255314,0,0,135.857142857143,643.513034914984,"CCL27","GO_Biological_Process_2023","Negative"
"Endochondral Ossification (GO:0001958)","1/8",0.0087676277457428,0.0965002414255314,0,0,135.857142857143,643.513034914984,"MEF2C","GO_Biological_Process_2023","Negative"
"B Cell Homeostasis (GO:0001782)","1/9",0.00985841272611761,0.0965002414255314,0,0,118.869047619048,549.107257058779,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Leukocyte Apoptotic Process (GO:2000108)","1/9",0.00985841272611761,0.0965002414255314,0,0,118.869047619048,549.107257058779,"MEF2C","GO_Biological_Process_2023","Negative"
"Muscle Cell Fate Commitment (GO:0042693)","1/9",0.00985841272611761,0.0965002414255314,0,0,118.869047619048,549.107257058779,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Cardiocyte Differentiation (GO:1905209)","1/9",0.00985841272611761,0.0965002414255314,0,0,118.869047619048,549.107257058779,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Skeletal Muscle Tissue Development (GO:0048643)","1/9",0.00985841272611761,0.0965002414255314,0,0,118.869047619048,549.107257058779,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Cardiac Muscle Cell Differentiation (GO:2000725)","1/9",0.00985841272611761,0.0965002414255314,0,0,118.869047619048,549.107257058779,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Amyloid Precursor Protein Biosynthetic Process (GO:0042984)","1/10",0.0109480522580433,0.0965002414255314,0,0,105.656084656085,476.99429568907,"ITM2A","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0045741)","1/10",0.0109480522580433,0.0965002414255314,0,0,105.656084656085,476.99429568907,"BTC","GO_Biological_Process_2023","Negative"
"Melanocyte Differentiation (GO:0030318)","1/11",0.0120365474388125,0.0965002414255314,0,0,95.0857142857143,420.260566245477,"MEF2C","GO_Biological_Process_2023","Negative"
"Cellular Response To Fluid Shear Stress (GO:0071498)","1/11",0.0120365474388125,0.0965002414255314,0,0,95.0857142857143,420.260566245477,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Behavior (GO:0048520)","1/11",0.0120365474388125,0.0965002414255314,0,0,95.0857142857143,420.260566245477,"MEF2C","GO_Biological_Process_2023","Negative"
"Smooth Muscle Cell Differentiation (GO:0051145)","1/11",0.0120365474388125,0.0965002414255314,0,0,95.0857142857143,420.260566245477,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904752)","1/12",0.0131238993688259,0.0965002414255314,0,0,86.4372294372294,374.560203730456,"MEF2C","GO_Biological_Process_2023","Negative"
"Endochondral Bone Morphogenesis (GO:0060350)","1/12",0.0131238993688259,0.0965002414255314,0,0,86.4372294372294,374.560203730456,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Cardiac Muscle Cell Proliferation (GO:0060045)","1/13",0.0142101091631312,0.0965002414255314,0,0,79.2301587301587,337.029380313891,"MEF2C","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Smooth Muscle Cell Migration (GO:0014912)","1/14",0.0152951779293368,0.0965002414255314,0,0,73.1318681318681,305.707127278926,"MEF2C","GO_Biological_Process_2023","Negative"
"Stem Cell Development (GO:0048864)","1/15",0.0163791067947741,0.0965002414255314,0,0,67.9047619047619,279.207318677518,"FAM172A","GO_Biological_Process_2023","Negative"
"Regulation Of NMDA Receptor Activity (GO:2000310)","1/16",0.0174618968734111,0.0965002414255314,0,0,63.3746031746032,256.523541924451,"MEF2C","GO_Biological_Process_2023","Negative"
"Positive Regulation Of Cardiac Muscle Tissue Growth (GO:0055023)","1/16",0.0174618968734111,0.0965002414255314,0,0,63.3746031746032,256.523541924451,"MEF2C","GO_Biological_Process_2023","Negative"
"Regulation Of Leukocyte Chemotaxis (GO:0002688)","1/17",0.0185435492893687,0.0965002414255314,0,0,59.4107142857143,236.908142520545,"ZNF580","GO_Biological_Process_2023","Negative"
"Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706)","1/17",0.0185435492893687,0.0965002414255314,0,0,59.4107142857143,236.908142520545,"MEF2C","GO_Biological_Process_2023","Negative"
"Maintenance Of Gastrointestinal Epithelium (GO:0030277)","1/18",0.0196240651712844,0.0965002414255314,0,0,55.9131652661064,219.79457723602,"SERPINA3","GO_Biological_Process_2023","Negative"
